game.51.com,game.51.com,2.0
91DeviceNotice,91devicenotice,
sns.qzone.qq.com,sns.qzone.qq.com,
share.renren.com,share.renren.com,9.0
三国杀online桌面版,三国杀online桌面版,2.0
s.weibo.com,s.weibo.com,
pengyou.qq.com,pengyou.qq.com,
QBHelper,qbhelper,
my.alipay.com,my.alipay.com,10.0
qq炫舞,qq炫舞,2.0
kvipwiz,kvipwiz,
CorelDRW,coreldrw,
winhlp32,winhlp32,
www.alipay.com,www.alipay.com,10.0
超强QQ农牧餐助手,超强qq农牧餐助手,2.0
desktoptool,desktoptool,
passport.baidu.com,passport.baidu.com,
Frozen Throne,frozen throne,2.0
ygame.wansxd.com,ygame.wansxd.com,2.0
reg.gow.ucjoy.com,reg.gow.ucjoy.com,
www.meituan.com,www.meituan.com,11.0
t.58.com,t.58.com,11.0
photo.renren.com,photo.renren.com,9.0
survey4.iclick.cn,survey4.iclick.cn,
ChatHall,chathall,
try.taobao.com,try.taobao.com,11.0
notes,notes,
g.zx915.com,g.zx915.com,
k.t.qq.com,k.t.qq.com,
view.news.qq.com,view.news.qq.com,5.0
finance.sina.com.cn,finance.sina.com.cn,
ComputerMonZ,computermonz,
AutoUI,autoui,
USBKeyTools,usbkeytools,
XDict,xdict,6.0
KuaiZip,kuaizip,7.0
pay.qq.com,pay.qq.com,10.0
www.ccb.com,www.ccb.com,
wordpad,wordpad,6.0
devenv,devenv,
wei.sohu.com,wei.sohu.com,5.0
KwSing,kwsing,
cn.bing.com,cn.bing.com,
JunQiRpg,junqirpg,
NDP30SP2-KB2656407-x86,ndp30sp2-kb2656407-x86,
page.renren.com,page.renren.com,9.0
finance.ifeng.com,finance.ifeng.com,
ZhaoCha,zhaocha,
nl.tg.laolinow.com,nl.tg.laolinow.com,
MiniQQDL,miniqqdl,
YmPlatform,ymplatform,
挂机客户端,挂机客户端,
email.163.com,email.163.com,6.0
NDP30SP2-KB2604110-x86,ndp30sp2-kb2604110-x86,
vcredist_x86,vcredist_x86,
fashion.ifeng.com,fashion.ifeng.com,
HLDouNiu,hldouniu,
office2003-KB2598332-FullFile-CHS,office2003-kb2598332-fullfile-chs,
PPAP,ppap,
www.dangdang.com,www.dangdang.com,11.0
www.2345.com,www.2345.com,
t.cn,t.cn,
ourfriend,ourfriend,
GameHelper,gamehelper,2.0
SosClient,sosclient,
iedw,iedw,
htmlplayer,htmlplayer,3.0
jianghu.taobao.com,jianghu.taobao.com,11.0
twebmail.mail.163.com,twebmail.mail.163.com,6.0
DW20,dw20,
dmdeskinfo,dmdeskinfo,
TWebCamera,twebcamera,
avnotify,avnotify,
urlproc,urlproc,
sale.suning.com,sale.suning.com,
blog.163.com,blog.163.com,
FilmEveryday,filmeveryday,1.0
v.sogou.com,v.sogou.com,
NDP20SP2-KB2604092-x86,ndp20sp2-kb2604092-x86,
192.168.1.1,192.168.1.1,
土财主,土财主,
ispiritPro,ispiritpro,
NDP35SP1-KB2604111-x86,ndp35sp1-kb2604111-x86,
yyexternal,yyexternal,
4399Box,4399box,
jingyan.baidu.com,jingyan.baidu.com,
PicasaPhotoViewer,picasaphotoviewer,
jd,jd,
perfopt,perfopt,
HelpPane,helppane,
www.people.com.cn,www.people.com.cn,
ent.sina.com.cn,ent.sina.com.cn,
dudujs,dudujs,
wnwb,wnwb,
so.tudou.com,so.tudou.com,
DriverGenius,drivergenius,
shmj,shmj,
115.com,115.com,
data.movie.xunlei.com,data.movie.xunlei.com,
v.pps.tv,v.pps.tv,
dl.pconline.com.cn,dl.pconline.com.cn,
QQ农牧小分队1,qq农牧小分队1,2.0
SogouFlash,sogouflash,
roll.sohu.com,roll.sohu.com,5.0
bangpai.taobao.com,bangpai.taobao.com,11.0
YoudaoNote,youdaonote,6.0
www.m1905.com,www.m1905.com,
Mystify,mystify,
图片幻灯,图片幻灯,6.0
IESandBox,iesandbox,
cwebmail.mail.163.com,cwebmail.mail.163.com,6.0
nvzhuang.taobao.com,nvzhuang.taobao.com,11.0
msdt,msdt,
terminal,terminal,
www.docin.com,www.docin.com,
t.sohu.com,t.sohu.com,5.0
nl.tg.haiyingsite.com,nl.tg.haiyingsite.com,
iGame,igame,2.0
www.dianping.com,www.dianping.com,
Daemon,daemon,
BFIM,bfim,
cache.baidu.com,cache.baidu.com,
www.skycn.com,www.skycn.com,
csbm,csbm,
office2003-KB2597086-FullFile-CHS,office2003-kb2597086-fullfile-chs,
dkr1.ssisurveys.com,dkr1.ssisurveys.com,
ntvdm,ntvdm,
ChnChess,chnchess,
business.sohu.com,business.sohu.com,5.0
Flashget3,flashget3,
tech.sina.com.cn,tech.sina.com.cn,
DXDdzClient,dxddzclient,
QQPCSoftMgr,qqpcsoftmgr,
club.mil.news.sohu.com,club.mil.news.sohu.com,5.0
im.qq.com,im.qq.com,
开始游戏,开始游戏,2.0
tuan.qq.com,tuan.qq.com,
FlashUtil32_11_2_202_235_ActiveX,flashutil32_11_2_202_235_activex,
VSClient,vsclient,
wlmail,wlmail,6.0
Net-panel,net-panel,
windows.microsoft.com,windows.microsoft.com,
xpnetdiag,xpnetdiag,
MMLoadDrv,mmloaddrv,
ui.ptlogin2.qq.com,ui.ptlogin2.qq.com,
ishare.iask.sina.com.cn,ishare.iask.sina.com.cn,
photo.weibo.com,photo.weibo.com,
www.chinanews.com,www.chinanews.com,5.0
Welcome,welcome,
d1.sina.com.cn,d1.sina.com.cn,
detail.taobao.com,detail.taobao.com,11.0
WoptiUtilities_CN,woptiutilities_cn,
www.95599.cn,www.95599.cn,
auto.qq.com,auto.qq.com,
2012.ifeng.com,2012.ifeng.com,
softmain,softmain,
config,config,
mil.news.sina.com.cn,mil.news.sina.com.cn,5.0
91 PC Suite,91 pc suite,
kf.qq.com,kf.qq.com,
go.microsoft.com,go.microsoft.com,
kuai.xunlei.com,kuai.xunlei.com,
jymsgr,jymsgr,
www.eastmoney.com,www.eastmoney.com,
love.taobao.com,love.taobao.com,11.0
bbs.dospy.com,bbs.dospy.com,9.0
sports.sohu.com,sports.sohu.com,5.0
HLSJ,hlsj,
www.91wenwen.net,www.91wenwen.net,
blog.ifeng.com,blog.ifeng.com,
t.dianping.com,t.dianping.com,
XLBugReport,xlbugreport,
3c.tmall.com,3c.tmall.com,
go.snsfun.cc,go.snsfun.cc,
v.t.sina.com.cn,v.t.sina.com.cn,
水族箱热带鱼屏保,水族箱热带鱼屏保,
SinaShow,sinashow,
pinyin.sogou.com,pinyin.sogou.com,
CNSEMAIN,cnsemain,
pic.yule.sohu.com,pic.yule.sohu.com,5.0
digi.tech.qq.com,digi.tech.qq.com,
mil.news.sohu.com,mil.news.sohu.com,5.0
Illustrator,illustrator,6.0
dnlauncher,dnlauncher,
TOM,tom,
AliDesktop,alidesktop,
FlashUtil32_11_3_300_257_ActiveX,flashutil32_11_3_300_257_activex,
shop.paipai.com,shop.paipai.com,
FlashPlayer,flashplayer,3.0
jf.etao.com,jf.etao.com,
www.vancl.com,www.vancl.com,
b2c.icbc.com.cn,b2c.icbc.com.cn,10.0
PlayFlash,playflash,
www.7k7k.com,www.7k7k.com,
tech.ifeng.com,tech.ifeng.com,
v.pptv.com,v.pptv.com,
movie.xunlei.com,movie.xunlei.com,
WoWBox,wowbox,
cloud,cloud,
s.etao.com,s.etao.com,
FilmAcc,filmacc,1.0
shuo.taobao.com,shuo.taobao.com,11.0
XLDCOnLine,xldconline,
login.tmall.com,login.tmall.com,
sports.163.com,sports.163.com,
DCTClient,dctclient,
Uedit32,uedit32,
www.gome.com.cn,www.gome.com.cn,
yylauncher,yylauncher,
RaySource,raysource,
fginfoproc,fginfoproc,
edu.qq.com,edu.qq.com,
SoftNotice,softnotice,
y.qq.com,y.qq.com,
zhan.renren.com,zhan.renren.com,9.0
bbs.taobao.com,bbs.taobao.com,9.0
dinotify,dinotify,
www.verycd.com,www.verycd.com,
www.55tuan.com,www.55tuan.com,
TudouVa,tudouva,
service.taobao.com,service.taobao.com,11.0
QQPhoneManager,qqphonemanager,
FoxitReader2,foxitreader2,6.0
dongtai.taobao.com,dongtai.taobao.com,11.0
酷狗音乐2012.tmp,酷狗音乐2012.tmp,3.0
v.hao123.com,v.hao123.com,
news.cn.yahoo.com,news.cn.yahoo.com,5.0
video.xunlei.com,video.xunlei.com,1.0
ww201.onetad.com,ww201.onetad.com,
GameStart,gamestart,2.0
notes2,notes2,
dzh.mop.com,dzh.mop.com,
ecrm.taobao.com,ecrm.taobao.com,11.0
share.v.t.qq.com,share.v.t.qq.com,
CertD_abchina,certd_abchina,
lu.sogou.com,lu.sogou.com,
www.ganji.com,www.ganji.com,
auto.sohu.com,auto.sohu.com,5.0
SinaUC,sinauc,
TangoWeb,tangoweb,
video.2012.sina.com.cn,video.2012.sina.com.cn,1.0
wantu.taobao.com,wantu.taobao.com,11.0
taobao.114so.cn,taobao.114so.cn,11.0
www.haodf.com,www.haodf.com,
bendi.taobao.com,bendi.taobao.com,11.0
cf.qq.com,cf.qq.com,
tango3,tango3,
ssmypics.scr,ssmypics.scr,
avp,avp,
VStart,vstart,
sllauncher,sllauncher,
www.hudong.com,www.hudong.com,
QQImageViewer,qqimageviewer,
www.tao123.com,www.tao123.com,
product.pconline.com.cn,product.pconline.com.cn,
imgsrc.baidu.com,imgsrc.baidu.com,
jf.alipay.com,jf.alipay.com,10.0
SEWebAppPlat,sewebappplat,
www.autohome.com.cn,www.autohome.com.cn,
Land,land,
event.weibo.com,event.weibo.com,
dict.baidu.com,dict.baidu.com,
ping,ping,
Energy Management,energy management,
热带鱼水族箱屏保,热带鱼水族箱屏保,
wk,wk,
tgame.joqoo.com,tgame.joqoo.com,2.0
MSASCui,msascui,
webmail.mail.126.com,webmail.mail.126.com,6.0
HL4PDDZ,hl4pddz,
QQRepair,qqrepair,
p.qiyou.com,p.qiyou.com,
baidu.com,baidu.com,
dudu,dudu,
www.a135.net,www.a135.net,
survey.euro.confirmit.com,survey.euro.confirmit.com,
chrome.360.cn,chrome.360.cn,13.0
ssbezier,ssbezier,
reg.youdao.com,reg.youdao.com,
20dollars2surf,20dollars2surf,
mission.jianghu.taobao.com,mission.jianghu.taobao.com,11.0
fanyi.baidu.com,fanyi.baidu.com,
game.ad1111.com,game.ad1111.com,2.0
www.lashou.com,www.lashou.com,
GGPlayer,ggplayer,3.0
notepad++,notepad++,6.0
c.l.qq.com,c.l.qq.com,
www.qtick.com,www.qtick.com,
easyabc.95599.cn,easyabc.95599.cn,
api.t.sina.com.cn,api.t.sina.com.cn,
www.taidu8.com,www.taidu8.com,
sethc,sethc,
product.dangdang.com,product.dangdang.com,11.0
elementclient,elementclient,
mshta,mshta,
NewsBar7,newsbar7,5.0
solitaire,solitaire,
vmware,vmware,
AvastUI,avastui,
pic.sogou.com,pic.sogou.com,
msseces,msseces,
tg.61758.cn,tg.61758.cn,11.0
click.mz.simba.taobao.com,click.mz.simba.taobao.com,11.0
GameHall,gamehall,2.0
SPanel,spanel,
Five,five,
vda1d.uuzu.com,vda1d.uuzu.com,
Grasp,grasp,
dl.xunlei.com,dl.xunlei.com,
DragonNest,dragonnest,
login.live.com,login.live.com,
59000021,59000021,
www.58.com,www.58.com,11.0
SevenHeroes,sevenheroes,
nl.tg.theooxx.com,nl.tg.theooxx.com,
huanle.qq.com,huanle.qq.com,
opendata.baidu.com,opendata.baidu.com,
regedit,regedit,
飞秋FeiQ,飞秋feiq,
ask.39.net,ask.39.net,
mil.sohu.com,mil.sohu.com,5.0
hiphotos.baidu.com,hiphotos.baidu.com,
guba.eastmoney.com,guba.eastmoney.com,
redirect.simba.taobao.com,redirect.simba.taobao.com,11.0
GuaGua,guagua,
123.duba.net,123.duba.net,
59000021.zip.exe,59000021.zip,
www.cntv.cn,www.cntv.cn,1.0
www.9see.com,www.9see.com,
www.baidu,www.baidu,
v.163.com,v.163.com,
2012.cntv.cn,2012.cntv.cn,1.0
jifen.tmall.com,jifen.tmall.com,
简单百宝箱,简单百宝箱,
money.163.com,money.163.com,
comment5.news.qq.com,comment5.news.qq.com,5.0
y.pps.tv,y.pps.tv,
id.qq.com,id.qq.com,
VHlddz,vhlddz,
e.t.qq.com,e.t.qq.com,
taskhost,taskhost,
mjrpg,mjrpg,
winmine,winmine,
finance.eastmoney.com,finance.eastmoney.com,
p.yiqifa.com,p.yiqifa.com,
qw2.dacais.com,qw2.dacais.com,
memberprod.alipay.com,memberprod.alipay.com,10.0
HFImSvc,hfimsvc,
bbs.tiexue.net,bbs.tiexue.net,9.0
uninst,uninst,
eyefoo,eyefoo,
t1.ulink.cc,t1.ulink.cc,
res:,res:,
action.tenpay.com,action.tenpay.com,10.0
cn.msn.com,cn.msn.com,
www.xinhuanet.com,www.xinhuanet.com,
sesvc,sesvc,
so.letv.com,so.letv.com,
www.10086.cn,www.10086.cn,
Wandoujia,wandoujia,7.0
vip.taobao.com,vip.taobao.com,11.0
暴风影音5,暴风影音5,1.0
